,num,runtime,success,number of backtracks,size,heuristics
96,8....3.577.5..63....2..4......8.9.....9.4.2.1.63.............3...4....7.2...9....,0.6346616744995117,1,1,9,MOM
97,7.......3..8.3.2.......7......9..4.79..46.5..36.8......3.5.......1....2.8....91..,0.6613442897796631,1,2,9,MOM
98,.....1...1.8.4.5...6..9.4.......9.....97....14..1..23...........574.6...8.....3.2,0.6593797206878662,1,1,9,MOM
99,.9..4.2..........35.69...........15..73...4....24...76.2...1.......9.7....5.7..4.,0.6352999210357666,1,0,9,MOM
100,7.89.......6..8.4....25..3.......1..6...1..2..7...5.6.....7....92...3...1...8.6..,0.6407999992370605,1,0,9,MOM
101,..86.7....7...541.9................2.4.2...8...7..35........6.9....5.7...52.9...4,0.6359727382659912,1,0,9,MOM
102,..........2..4...3..1.97.5......463.71.2.6.....2.........6.....2....53.7.3....9.8,0.6630840301513672,1,5,9,MOM
103,...9...4..81.....5..4.52......6.93...7....8..2.......4........16.3...9.....1.6.28,0.6247267723083496,1,0,9,MOM
104,7....6.5..6.....4....7...8..4.......1..3.......3..24......73.92..8.6....6.2..13..,0.6295726299285889,1,0,9,MOM
105,.....2..5.6.5..8....91...3.752.........38.......7......38.....1.....4..342...86..,0.6318731307983398,1,0,9,MOM
106,.7......5....2.9..53....7....924.....285.9...........1.4..1...7..1....437..3.....,0.6402642726898193,1,0,9,MOM
107,...3...747....4....2....15.....2..9...36.....5...9..4.4......6..9.....1..7126....,0.6363177299499512,1,1,9,MOM
108,..2.4....68..51...7......8.....3...5......9..2.59..7.1.....9.78.....6.9...63.....,0.8078718185424805,1,15,9,MOM
109,.5.3.........8.49.8..9...6.97....2.........174.6....8...8..........3.1...94...67.,0.6374013423919678,1,0,9,MOM
110,1..28.59....5.6..17....9..2.7.4.8.1..3.....4...2..........9.....53...........4..9,0.6464929580688477,1,1,9,MOM
111,..76....14...........8.4.92.9.....5.68..72.....2..9.3.......5.6..5.238...........,0.6271321773529053,1,0,9,MOM
112,24......9..3..5.......67.3...5..4...9...8.27...1.....6......6.4.8......7...27.1..,0.6745247840881348,1,5,9,MOM
113,..325.........85.....7....8.......693.2.4....768...1...........8.......45..821.3.,0.6351339817047119,1,0,9,MOM
114,............8...37.98..12..........6.65...9..8..4.53....4.....2....8.....72.561..,0.6689736843109131,1,1,9,MOM
115,..2....9.....1.3........1.7..4....75.8.5.9.6..7......8...1.4.......3.5..1.5.67...,0.6273791790008545,1,0,9,MOM
116,....6..5.4.631...........8...5...46..1....52...3..2...9.........247.....1..25..9.,0.6355352401733398,1,2,9,MOM
117,...64..5..4.......5....8.......813....3.5...81....2..57..........54...36.82..5...,0.6502668857574463,1,0,9,MOM
118,......6...34.9....6....8..3...6........4...5.25....1....8....4..96.2....1...8759.,0.6361565589904785,1,3,9,MOM
119,......29..4....6....7.58...68...7...1.2....6......4.8.............4.19...5.78..13,0.6325945854187012,1,0,9,MOM
120,......9....9.14..664.37......2..1.3..9...5....1..6...72..4...7......68........6..,0.6418232917785645,1,2,9,MOM
121,.6..7....5....36.14......9..94.2..7.8.......4..7.6.5...........3..1.4...756......,0.7319986820220947,1,10,9,MOM
122,7..........9.3....4.8..1..7.......8....627..5....45..95.3..4.....2...6......7.9.8,0.6893866062164307,1,3,9,MOM
123,....1...8.9....7...6...5.....6...3.2.2....4..51..8.....8.....7....6.2.3...3.9..61,0.6227836608886719,1,2,9,MOM
124,6.57....11.......8.9......2..1.3......7.4..6..8....9.5.1.9.3........5....74.8....,0.6817529201507568,1,4,9,MOM
125,............1.5....4...8..2..9..31......1....68.75...4..7.6..3..9....7...54...98.,0.6840872764587402,1,3,9,MOM
126,..1..9..6.....23....96.3.24..........58.....96..7....1..........4..3.7..16....5.8,0.6341345310211182,1,0,9,MOM
127,.7...1..5.....5.4....3.2..1..8.1.....35...6..94.8....3.2....8....9....6....72....,0.6751036643981934,1,3,9,MOM
128,..48.7..31......6..9....8..8.6.....2....1..3..5.9....1.....654.6...5....4....1...,0.6439993381500244,1,1,9,MOM
129,..3......261.........376.......2...4.....9..5.75.4..86..............8..9.34.9.17.,0.6459479331970215,1,1,9,MOM
130,.4..6.17....52....1.......8..8.....5...8.32..627...9...1......6..4.52......7.....,0.6327719688415527,1,0,9,MOM
131,...2..4.......82.5.51..........148.....9......29.......3.1...7...857....1...2.6.4,0.6547732353210449,1,5,9,MOM
132,5.1...3.8....7..2.......51.65.........9..2..4.2..9......47....32.......1.1...6..9,0.6406257152557373,1,3,9,MOM
133,2......8....4........9..746.6.2.5..4...3...7..4..76.2...3.1....6....8....1......2,0.6631894111633301,1,3,9,MOM
134,.74.81.......56.9....4...3....9....1..7..53....6..........2.....3....217...89...6,0.633812427520752,1,0,9,MOM
135,..7.18..9..4..5..1......5..9217....88..5........4.9.....8.....76.9............28.,0.6368141174316406,1,0,9,MOM
136,.....8...1......95.5....3..2.....64.6..81.....9.4...3..4.......9.6.......3.524..9,0.6553564071655273,1,6,9,MOM
137,....4....3......62..12...3.......52...8674......8..64......18....9....1..6.7.9...,0.6527061462402344,1,0,9,MOM
138,.435....7.......2.25.3.9.6...4..58.1..1..4...7............8..9...21.........3...5,0.6263842582702637,1,1,9,MOM
139,.....1.3.....7...93.....8.19.......7..7...18..2.64......2.....5...2...9.153.6..7.,0.6697874069213867,1,10,9,MOM
140,......9.1..4....7.1.....52.....9...3.73...2...9.75......81...6...19........5.7.32,0.6435647010803223,1,1,9,MOM
141,3......5.92.......86..7..4.....48......19...3.8.6...9.......4.1.4.5..739.....1...,0.6351842880249023,1,0,9,MOM
142,..2..7....1.....3...8..6..4..4....623...82..7...56.3.....4.5.........27.8.17.....,0.6366698741912842,1,1,9,MOM
143,..5.....6.46.9.3..81......22....7..85...2.........6.54...9.....1..8..4.......21.5,0.6251792907714844,1,0,9,MOM
144,.........3.5.4...2...26...8.1..........4..9.5.7.3.62.17........2...184..6..5...8.,0.6435129642486572,1,0,9,MOM
145,....9.5..92.3......7.6....4.....8.5.....3...24.1...69...7..2...1....3..5..2...16.,0.6339983940124512,1,2,9,MOM
146,............14..6...7.59.31........7.3.4..5..8.2.....9.169.4....4.2.7..6........8,0.6339607238769531,1,0,9,MOM
147,...71.9....2....1....9...26.2....3...4569....9.6..1.....8..5....7.2.....2.....53.,0.6644349098205566,1,4,9,MOM
148,.53..617...........6..98..22....1..4.4.8..3.9...........1....6...97..8...2....9.1,0.6967718601226807,1,7,9,MOM
149,..4.8.....5....26491.........7......3......57....54.1.........12..5..6.3.9..438..,0.637730598449707,1,0,9,MOM
150,.....6.3.....1.8.27..3..95..1.6..3....52...94.389.....1.......5.8............54..,0.6464028358459473,1,0,9,MOM
151,4...7.9.........5...5..9.2.....4.7.1..8.......2..875.3..3.......9.....7818.4...3.,0.642545223236084,1,3,9,MOM
152,.....17.......6.94.4.35..8.....8......19.7...93.2....5........9...5..47.8.4...5..,0.6406269073486328,1,1,9,MOM
153,.53.2.1..1.....9.....47..583..7.8.....2.......4......9.6..9.71............75..46.,0.6688601970672607,1,6,9,MOM
154,1........7.2...64....2.7.8...5..9...91......3.....21.6........4287.......6.9..82.,0.6406371593475342,1,2,9,MOM
155,...3.5.....7.91..8......3..48......1....835...92...4........13...1.....4.4...9.25,0.6295442581176758,1,0,9,MOM
156,..5.....78..96.....3....9....1.......5...3.28.7.....14.2.6...9....2.8.6...4..9..5,0.6385886669158936,1,0,9,MOM
157,...........74....2..3.5...8.........9.6...5......6281.3....81...9.17.3.475...4...,0.6722109317779541,1,3,9,MOM
158,.64.9..5........18.8.3.2..7425..9....1..3.............3.....7.28..2....6.5.7.....,0.6298427581787109,1,0,9,MOM
159,.....4.7.....2.1..8...6.9.2.26..........3.8.7.5...1.....3.7..1.6..892..3.8.......,0.6406955718994141,1,0,9,MOM
160,....8....1......9..2913...6.........5789...1...236.........4....1...593.4..6..2..,0.6352870464324951,1,0,9,MOM
161,..6.9.........8.5274.....8.............9..5612.3..147............8.4.635....79...,0.6406271457672119,1,0,9,MOM
162,........11...5..8..9.1..7.4.7..8........49....3....479..9.36.....1..8....2...4..6,0.6406378746032715,1,0,9,MOM
163,92...1.4...1.4..2.5..6.9.....4.........314.9....2....3.3....5..4...5.8...7.8.....,0.6406240463256836,1,0,9,MOM
164,........41....4....2..7.6...926..4......39.....7.5...29.3....2....9...4.51.7..8..,0.6406269073486328,1,0,9,MOM
165,.7.6....8.4.35..16.6..19.5...7........6.....5.9..74.....2....9....8.1....84......,0.6406373977661133,1,0,9,MOM
166,.........34.5..2...9.314................71.94..46..5..6.......2.17..8.6..3...78..,0.6776704788208008,1,6,9,MOM
167,....526...1...7.....6...2.1.....3...1.4...5..7.289.....819....3..3..5.8..2.......,0.6406278610229492,1,1,9,MOM
168,...5.1.82.5...9.....7.8...6276.1..5...5......3.....7.........6..839.........248..,0.7031376361846924,1,4,9,MOM
169,.......9..63..2.8....46.7...1.9...65.5......89.8......8.7....4...51......9.7.4...,0.6250123977661133,1,0,9,MOM
170,7........14.9...2....5846......3...8.......4..93......8.....1..21..483....7..1..6,0.6480236053466797,1,0,9,MOM
171,9....2..76...1..4.......532...4.....2...9.3...5...68......5....89.....7..7...861.,0.6406266689300537,1,1,9,MOM
172,......1..72...6.4.13.......4....3..2.6..9......8....5.....2739....8.....87.1..4.6,0.6624929904937744,1,4,9,MOM
173,96.14...8.45...9......2..3.....82....5...6...4..79.25.......4.3..4.....9.1.......,0.619476318359375,1,0,9,MOM
174,6...5.....8..........4...73......2....93..4.7.1.74..5.7...3...2.91.6.3...4.....8.,0.6574211120605469,1,3,9,MOM
175,....7.6..156...........2...8194....3...1..45............7.5.....6.2.7.8.3...68.2.,0.6526834964752197,1,3,9,MOM
176,..1..2.76.3.......287..14..........8.13...92.7..2.4....9...........85.......3.8.9,0.6441102027893066,1,1,9,MOM
177,...........5.2...9.93.4.7.6.........5.1..8..4...2519....2.......3.....1..849.62..,0.6406376361846924,1,0,9,MOM
178,96.............2..4.59...7........125....893..7..3...8...5.31.....19.....92.8....,0.6406126022338867,1,1,9,MOM
179,.........9.48..6.....714..2.2..6...53.....2..6.81.7.........1...43....5...1.3..6.,0.6406371593475342,1,0,9,MOM
180,.2..94...3......4.8.95........4.2681......4.3.......5...3.5...2...1..3.......61.5,0.6406373977661133,1,0,9,MOM
181,.........4..87..15.3....82...9.3.....8.....6.2..15...3....6...7..7.85..93.....2..,0.825176477432251,1,13,9,MOM
182,.....4.899......6.....9....4..2......5..3.72.8.7....4...2.....879.3.......8.1.4.6,0.6379866600036621,1,0,9,MOM
183,.......8.3...976.....8.39.....5............3...9.482.5.71.....2...4.....635....47,0.6359450817108154,1,0,9,MOM
184,........73.......87....63..........4..6.27.8..8...5921.51.7.....6...2.3......8..5,0.6440267562866211,1,0,9,MOM
185,8.......64.5..8...1......3.......2.5.518.9..........78.4....12...63...49...4.5...,0.6621623039245605,1,2,9,MOM
186,..8......6.18.3...42..5..........82...62.879...4....1.........37....4....593.7...,0.6385173797607422,1,0,9,MOM
187,..2..1....3...4..5.9...7.12.5.93...8...7.6...8.......6......16........5.9..15...3,0.6493406295776367,1,0,9,MOM
188,32............86.9....54..2......3.8...4...2..85....945.1..6.......3....462.9....,0.6374399662017822,1,0,9,MOM
189,.4..5...6...8.6..3..7.4.....2..3.....5...493...6..8...8....56....43...9....9....1,0.6440849304199219,1,1,9,MOM
190,.3...4..77..23...6.4...5...1...2.......9.6......3..8.5..4...9.......92...95...7.3,0.636260986328125,1,0,9,MOM
191,....7.6..3..1..5492...8............1.6.7..48...58.4.......2.....213.....43....1..,0.6461913585662842,1,1,9,MOM
192,..69.....1.7.5.3.........5......4..3.8...3.72..1..7...8.5.764...6....1....91.....,0.6272709369659424,1,2,9,MOM
193,....7...41..58.....9......2.35.4......87...91.......3..5....1.8..63.....94...6..3,0.636054277420044,1,0,9,MOM
194,...6...4..5.19.....13.8...262......8.71......9....4.71.....8...8.....3...6.53....,0.6362881660461426,1,3,9,MOM
195,...........1..2..335....8.6.....3..7...1.8.......4.539.98....2...53.....2..6.9.4.,0.6403710842132568,1,0,9,MOM
196,..2.3...58.....9.4694..7...4.3.....1....8..........29......6......2..31.9....5.62,0.6293094158172607,1,1,9,MOM
197,5.......21...6.5....6.73..8.5...9.2.....1...7....8...9.3.......28..3...5...4...31,0.650568962097168,1,2,9,MOM
198,.4...95.39.2..7............43.........6.7.3....894....8...94...5......86...7.6..4,0.6417739391326904,1,1,9,MOM
199,..932..6........4.6...4.21...38....4........9.81.65....9...35.....1.....7....2.9.,0.7013914585113525,1,6,9,MOM
200,.......85.81.4.....37..1..4....13......4......2..6.7.....6...4..9...7..1..3...652,0.6276872158050537,1,0,9,MOM
201,...638...3....1........5.8..2...7....8.5..47..4.....2.....9..4..9.7...1...4.1.26.,0.6446309089660645,1,0,9,MOM
202,...1....8...35.....5...9.........4..4....8.9..8.23....6.......77......3..34.76952,0.6471445560455322,1,1,9,MOM
203,...2..4.5....6.3...6...8....1..5......48327.9.3.6....2.......2......35..7.8.....3,0.643606424331665,1,0,9,MOM
204,..........76..1...8.2..6.5..9..7.3...6......214..6.9......14......3...2...59.2.7.,0.6335015296936035,1,1,9,MOM
205,.65....3.4.7....8...8..7..1.2...1.....68.....9....6........3...7...6.41..14..8..9,0.6418285369873047,1,0,9,MOM
206,..........45..9.2...2..46.1...2...4.4...1.....9...5..7.2.....1.5..7..46...8.6..9.,0.6546175479888916,1,0,9,MOM
207,....8...31......25...69..84..3..2....2.8.9....9..7......1.....9..7.3...63....8.4.,0.7125873565673828,1,9,9,MOM
208,.21..6..4..5....2..6....3......314.....4....85............7.9..8.25.4....3...264.,0.6372122764587402,1,3,9,MOM
209,.3.........2...6.16..5..2.8....1..7..1....8.3.....4..6..36....24..87....2..9....4,0.6455366611480713,1,1,9,MOM
210,..7.6.....5.2..6...6....1.2..3.8...48....5.....1...2.3..2..3.41..........1.75.8..,0.6345272064208984,1,0,9,MOM
211,.....3.6.5...18..9....7..8...9..4.......6...1..6....53.48....2.12...79.....2..7..,0.6385071277618408,1,0,9,MOM
212,..4.56...3.58...9........6..4.91..86.....2....2.7.5.3........1..8.1....4.....4..2,0.651874303817749,1,1,9,MOM
213,.....7.....6..4..99...6..5.....9.......7..3.22..8.1..7......13.65..18...8.3...7..,0.6606001853942871,1,1,9,MOM
214,..7......4.31...97.1.6.9..5.....2..........8....5..9.6.........9.641.3....8.67..4,0.6327981948852539,1,1,9,MOM
215,..8.....7..63...8....1.5.6..839.....97..1.5.........2..67..2...8...9....4....68..,0.6522712707519531,1,2,9,MOM
216,...........3..68.5.4..8.9...3..7......4.1..7..8.9..3....84....7.7.83.2......91...,0.6465368270874023,1,2,9,MOM
217,.....3.4..7..9....438..5......5.2.1...27......4......8..9.3.82...3.4..6......7..3,0.6455109119415283,1,0,9,MOM
218,..........3.6.......4.2891.............497...82...147..........6..239..13.....846,0.655949592590332,1,0,9,MOM
219,.8...5...3......47....2.5...2.5...36......2..43..9..7....4.3.1.6.8.7.4..5........,0.6569807529449463,1,2,9,MOM
220,..........4.18..5...89................1..8.495..4.3.26..7......3....9...9..53678.,0.6749587059020996,1,2,9,MOM
221,.6...53..5..4...8...19..........7....9...4.57.58...16...4..3.9.....5..7.9.......8,0.648061990737915,1,0,9,MOM
222,.............7..5.516.28.4..........6.3.....7.89.52..1..8....9.9..6..8..76..1....,0.6840696334838867,1,0,9,MOM
223,......4...942...5.....5..7.47..1.....5.....3...1..95........2...267..1..7...8.94.,0.6479899883270264,1,2,9,MOM
224,.......9....69..5.52.7.........3...9.8.2.53...4..8...63...46..5..1......2..3..4..,0.6444869041442871,1,0,9,MOM
225,..3.2........8..758.13....696.8...5.....124..1...........6...3...693.8..........7,0.6330132484436035,1,0,9,MOM
226,4..7.1...75...3..82..........51....3....6..5.38...5.47.....4..1....1.8.2.......3.,0.6562528610229492,1,3,9,MOM
227,..........1.....47....563.2..........2..1..3.7..642..1.......1..73.25.8.5...3...4,0.6498055458068848,1,0,9,MOM
228,.73......2....6.....4...3.9.......8.7.1.8.4...2....761....1..2...6.2.......938.4.,0.6718761920928955,1,5,9,MOM
229,.6...3.2.3..9...4.4.....5.8.........2...3......6..23.1.7.46....69.........82.7..9,0.6718719005584717,1,2,9,MOM
230,.6......23....2.9...1...576...........26..31..8.3.54....7.96..8.....7...1...5....,0.6413733959197998,1,0,9,MOM
