,num,runtime,success,number of backtracks,size,heuristics
90,1..9......8..7.4..4.5..2...........39...36.7.....1..9....24....2.45.1..8......7..,0.8185245990753174,1,66,9,Jeroslow
91,..7..6.........1.4.4.2.3..94.8.....69..81.........9..........3...1.35.8.2....85..,0.6949360370635986,1,17,9,Jeroslow
92,..43..8.78....2.3..3...6.....69.5..2.9..7..4................5.6.........389.5..7.,0.9331920146942139,1,32,9,Jeroslow
93,..42..7..2...6.......3..1....5..7..9.8.6....74.9..1.8..........61..52.4.........8,0.6328644752502441,1,0,9,Jeroslow
94,..1....5..36.5...9..79....6.......3.6..8.1.......6.1.5.........598.2.....2..73...,0.6484510898590088,1,0,9,Jeroslow
95,.....8.13......8....7.2..5..3...........965..5.8..7.21.5.3..4...........8...51..7,0.6502439975738525,1,1,9,Jeroslow
96,8....3.577.5..63....2..4......8.9.....9.4.2.1.63.............3...4....7.2...9....,0.6519174575805664,1,5,9,Jeroslow
97,7.......3..8.3.2.......7......9..4.79..46.5..36.8......3.5.......1....2.8....91..,0.6568512916564941,1,3,9,Jeroslow
98,.....1...1.8.4.5...6..9.4.......9.....97....14..1..23...........574.6...8.....3.2,0.760655403137207,1,21,9,Jeroslow
99,.9..4.2..........35.69...........15..73...4....24...76.2...1.......9.7....5.7..4.,0.6250123977661133,1,0,9,Jeroslow
100,7.89.......6..8.4....25..3.......1..6...1..2..7...5.6.....7....92...3...1...8.6..,0.6249990463256836,1,0,9,Jeroslow
101,..86.7....7...541.9................2.4.2...8...7..35........6.9....5.7...52.9...4,0.633643627166748,1,0,9,Jeroslow
102,..........2..4...3..1.97.5......463.71.2.6.....2.........6.....2....53.7.3....9.8,0.7286093235015869,1,12,9,Jeroslow
103,...9...4..81.....5..4.52......6.93...7....8..2.......4........16.3...9.....1.6.28,0.6237375736236572,1,1,9,Jeroslow
104,7....6.5..6.....4....7...8..4.......1..3.......3..24......73.92..8.6....6.2..13..,0.6466672420501709,1,0,9,Jeroslow
105,.....2..5.6.5..8....91...3.752.........38.......7......38.....1.....4..342...86..,0.6347222328186035,1,0,9,Jeroslow
106,.7......5....2.9..53....7....924.....285.9...........1.4..1...7..1....437..3.....,0.6202385425567627,1,0,9,Jeroslow
107,...3...747....4....2....15.....2..9...36.....5...9..4.4......6..9.....1..7126....,1.076542615890503,1,72,9,Jeroslow
108,..2.4....68..51...7......8.....3...5......9..2.59..7.1.....9.78.....6.9...63.....,0.6694638729095459,1,4,9,Jeroslow
109,.5.3.........8.49.8..9...6.97....2.........174.6....8...8..........3.1...94...67.,0.64192795753479,1,0,9,Jeroslow
110,1..28.59....5.6..17....9..2.7.4.8.1..3.....4...2..........9.....53...........4..9,0.6544065475463867,1,4,9,Jeroslow
111,..76....14...........8.4.92.9.....5.68..72.....2..9.3.......5.6..5.238...........,0.6386978626251221,1,0,9,Jeroslow
112,24......9..3..5.......67.3...5..4...9...8.27...1.....6......6.4.8......7...27.1..,0.7582271099090576,1,40,9,Jeroslow
113,..325.........85.....7....8.......693.2.4....768...1...........8.......45..821.3.,0.6355657577514648,1,0,9,Jeroslow
114,............8...37.98..12..........6.65...9..8..4.53....4.....2....8.....72.561..,0.6664988994598389,1,3,9,Jeroslow
115,..2....9.....1.3........1.7..4....75.8.5.9.6..7......8...1.4.......3.5..1.5.67...,0.6332046985626221,1,4,9,Jeroslow
116,....6..5.4.631...........8...5...46..1....52...3..2...9.........247.....1..25..9.,0.6403861045837402,1,0,9,Jeroslow
117,...64..5..4.......5....8.......813....3.5...81....2..57..........54...36.82..5...,0.6559507846832275,1,0,9,Jeroslow
118,......6...34.9....6....8..3...6........4...5.25....1....8....4..96.2....1...8759.,0.6683082580566406,1,21,9,Jeroslow
119,......29..4....6....7.58...68...7...1.2....6......4.8.............4.19...5.78..13,0.634913444519043,1,0,9,Jeroslow
120,......9....9.14..664.37......2..1.3..9...5....1..6...72..4...7......68........6..,0.6426761150360107,1,0,9,Jeroslow
121,.6..7....5....36.14......9..94.2..7.8.......4..7.6.5...........3..1.4...756......,0.6690690517425537,1,8,9,Jeroslow
122,7..........9.3....4.8..1..7.......8....627..5....45..95.3..4.....2...6......7.9.8,1.0429067611694336,1,52,9,Jeroslow
123,....1...8.9....7...6...5.....6...3.2.2....4..51..8.....8.....7....6.2.3...3.9..61,0.642956018447876,1,4,9,Jeroslow
124,6.57....11.......8.9......2..1.3......7.4..6..8....9.5.1.9.3........5....74.8....,0.6528661251068115,1,1,9,Jeroslow
125,............1.5....4...8..2..9..31......1....68.75...4..7.6..3..9....7...54...98.,1.711418628692627,1,129,9,Jeroslow
126,..1..9..6.....23....96.3.24..........58.....96..7....1..........4..3.7..16....5.8,0.6437258720397949,1,0,9,Jeroslow
127,.7...1..5.....5.4....3.2..1..8.1.....35...6..94.8....3.2....8....9....6....72....,0.6413626670837402,1,0,9,Jeroslow
128,..48.7..31......6..9....8..8.6.....2....1..3..5.9....1.....654.6...5....4....1...,0.6735439300537109,1,9,9,Jeroslow
129,..3......261.........376.......2...4.....9..5.75.4..86..............8..9.34.9.17.,0.8658356666564941,1,42,9,Jeroslow
130,.4..6.17....52....1.......8..8.....5...8.32..627...9...1......6..4.52......7.....,0.6663758754730225,1,12,9,Jeroslow
131,...2..4.......82.5.51..........148.....9......29.......3.1...7...857....1...2.6.4,0.6406259536743164,1,0,9,Jeroslow
132,5.1...3.8....7..2.......51.65.........9..2..4.2..9......47....32.......1.1...6..9,0.6609351634979248,1,13,9,Jeroslow
133,2......8....4........9..746.6.2.5..4...3...7..4..76.2...3.1....6....8....1......2,0.6718883514404297,1,10,9,Jeroslow
134,.74.81.......56.9....4...3....9....1..7..53....6..........2.....3....217...89...6,0.6406271457672119,1,0,9,Jeroslow
135,..7.18..9..4..5..1......5..9217....88..5........4.9.....8.....76.9............28.,0.6406259536743164,1,0,9,Jeroslow
136,.....8...1......95.5....3..2.....64.6..81.....9.4...3..4.......9.6.......3.524..9,0.6358852386474609,1,1,9,Jeroslow
137,....4....3......62..12...3.......52...8674......8..64......18....9....1..6.7.9...,0.6442172527313232,1,0,9,Jeroslow
138,.435....7.......2.25.3.9.6...4..58.1..1..4...7............8..9...21.........3...5,0.6455330848693848,1,1,9,Jeroslow
139,.....1.3.....7...93.....8.19.......7..7...18..2.64......2.....5...2...9.153.6..7.,0.7556891441345215,1,51,9,Jeroslow
140,......9.1..4....7.1.....52.....9...3.73...2...9.75......81...6...19........5.7.32,0.687502384185791,1,11,9,Jeroslow
141,3......5.92.......86..7..4.....48......19...3.8.6...9.......4.1.4.5..739.....1...,0.8437516689300537,1,33,9,Jeroslow
142,..2..7....1.....3...8..6..4..4....623...82..7...56.3.....4.5.........27.8.17.....,0.6406269073486328,1,0,9,Jeroslow
143,..5.....6.46.9.3..81......22....7..85...2.........6.54...9.....1..8..4.......21.5,0.6718764305114746,1,7,9,Jeroslow
144,.........3.5.4...2...26...8.1..........4..9.5.7.3.62.17........2...184..6..5...8.,0.6250104904174805,1,0,9,Jeroslow
145,....9.5..92.3......7.6....4.....8.5.....3...24.1...69...7..2...1....3..5..2...16.,0.6718766689300537,1,4,9,Jeroslow
146,............14..6...7.59.31........7.3.4..5..8.2.....9.169.4....4.2.7..6........8,0.6554040908813477,1,0,9,Jeroslow
147,...71.9....2....1....9...26.2....3...4569....9.6..1.....8..5....7.2.....2.....53.,0.8075096607208252,1,40,9,Jeroslow
148,.53..617...........6..98..22....1..4.4.8..3.9...........1....6...97..8...2....9.1,0.6679997444152832,1,3,9,Jeroslow
149,..4.8.....5....26491.........7......3......57....54.1.........12..5..6.3.9..438..,0.6476156711578369,1,0,9,Jeroslow
150,.....6.3.....1.8.27..3..95..1.6..3....52...94.389.....1.......5.8............54..,0.6594867706298828,1,0,9,Jeroslow
151,4...7.9.........5...5..9.2.....4.7.1..8.......2..875.3..3.......9.....7818.4...3.,0.7140481472015381,1,20,9,Jeroslow
152,.....17.......6.94.4.35..8.....8......19.7...93.2....5........9...5..47.8.4...5..,0.6486184597015381,1,0,9,Jeroslow
153,.53.2.1..1.....9.....47..583..7.8.....2.......4......9.6..9.71............75..46.,0.6744234561920166,1,3,9,Jeroslow
154,1........7.2...64....2.7.8...5..9...91......3.....21.6........4287.......6.9..82.,0.6489999294281006,1,1,9,Jeroslow
155,...3.5.....7.91..8......3..48......1....835...92...4........13...1.....4.4...9.25,0.6251447200775146,1,0,9,Jeroslow
156,..5.....78..96.....3....9....1.......5...3.28.7.....14.2.6...9....2.8.6...4..9..5,0.7918670177459717,1,29,9,Jeroslow
157,...........74....2..3.5...8.........9.6...5......6281.3....81...9.17.3.475...4...,1.6168065071105957,1,173,9,Jeroslow
158,.64.9..5........18.8.3.2..7425..9....1..3.............3.....7.28..2....6.5.7.....,0.6577010154724121,1,2,9,Jeroslow
159,.....4.7.....2.1..8...6.9.2.26..........3.8.7.5...1.....3.7..1.6..892..3.8.......,0.6357636451721191,1,0,9,Jeroslow
160,....8....1......9..2913...6.........5789...1...236.........4....1...593.4..6..2..,0.6408586502075195,1,0,9,Jeroslow
161,..6.9.........8.5274.....8.............9..5612.3..147............8.4.635....79...,0.6375823020935059,1,0,9,Jeroslow
162,........11...5..8..9.1..7.4.7..8........49....3....479..9.36.....1..8....2...4..6,0.6319830417633057,1,0,9,Jeroslow
163,92...1.4...1.4..2.5..6.9.....4.........314.9....2....3.3....5..4...5.8...7.8.....,0.6607644557952881,1,8,9,Jeroslow
164,........41....4....2..7.6...926..4......39.....7.5...29.3....2....9...4.51.7..8..,0.6434750556945801,1,0,9,Jeroslow
165,.7.6....8.4.35..16.6..19.5...7........6.....5.9..74.....2....9....8.1....84......,0.6316165924072266,1,3,9,Jeroslow
166,.........34.5..2...9.314................71.94..46..5..6.......2.17..8.6..3...78..,0.7934811115264893,1,27,9,Jeroslow
167,....526...1...7.....6...2.1.....3...1.4...5..7.289.....819....3..3..5.8..2.......,0.6532785892486572,1,2,9,Jeroslow
168,...5.1.82.5...9.....7.8...6276.1..5...5......3.....7.........6..839.........248..,0.6899106502532959,1,2,9,Jeroslow
169,.......9..63..2.8....46.7...1.9...65.5......89.8......8.7....4...51......9.7.4...,0.6440708637237549,1,0,9,Jeroslow
170,7........14.9...2....5846......3...8.......4..93......8.....1..21..483....7..1..6,0.6450731754302979,1,0,9,Jeroslow
171,9....2..76...1..4.......532...4.....2...9.3...5...68......5....89.....7..7...861.,0.7154703140258789,1,15,9,Jeroslow
172,......1..72...6.4.13.......4....3..2.6..9......8....5.....2739....8.....87.1..4.6,0.6596601009368896,1,2,9,Jeroslow
173,96.14...8.45...9......2..3.....82....5...6...4..79.25.......4.3..4.....9.1.......,0.6677179336547852,1,0,9,Jeroslow
174,6...5.....8..........4...73......2....93..4.7.1.74..5.7...3...2.91.6.3...4.....8.,0.6456623077392578,1,2,9,Jeroslow
175,....7.6..156...........2...8194....3...1..45............7.5.....6.2.7.8.3...68.2.,0.6356041431427002,1,0,9,Jeroslow
176,..1..2.76.3.......287..14..........8.13...92.7..2.4....9...........85.......3.8.9,0.6496670246124268,1,1,9,Jeroslow
177,...........5.2...9.93.4.7.6.........5.1..8..4...2519....2.......3.....1..849.62..,0.6412267684936523,1,0,9,Jeroslow
178,96.............2..4.59...7........125....893..7..3...8...5.31.....19.....92.8....,0.6518828868865967,1,0,9,Jeroslow
179,.........9.48..6.....714..2.2..6...53.....2..6.81.7.........1...43....5...1.3..6.,0.639801025390625,1,0,9,Jeroslow
180,.2..94...3......4.8.95........4.2681......4.3.......5...3.5...2...1..3.......61.5,0.6618387699127197,1,7,9,Jeroslow
181,.........4..87..15.3....82...9.3.....8.....6.2..15...3....6...7..7.85..93.....2..,1.7401306629180908,1,111,9,Jeroslow
182,.....4.899......6.....9....4..2......5..3.72.8.7....4...2.....879.3.......8.1.4.6,0.632509708404541,1,0,9,Jeroslow
183,.......8.3...976.....8.39.....5............3...9.482.5.71.....2...4.....635....47,0.6370813846588135,1,0,9,Jeroslow
184,........73.......87....63..........4..6.27.8..8...5921.51.7.....6...2.3......8..5,0.6627185344696045,1,0,9,Jeroslow
185,8.......64.5..8...1......3.......2.5.518.9..........78.4....12...63...49...4.5...,0.9038174152374268,1,59,9,Jeroslow
186,..8......6.18.3...42..5..........82...62.879...4....1.........37....4....593.7...,0.640131950378418,1,0,9,Jeroslow
187,..2..1....3...4..5.9...7.12.5.93...8...7.6...8.......6......16........5.9..15...3,0.6445679664611816,1,1,9,Jeroslow
188,32............86.9....54..2......3.8...4...2..85....945.1..6.......3....462.9....,0.6383504867553711,1,0,9,Jeroslow
189,.4..5...6...8.6..3..7.4.....2..3.....5...493...6..8...8....56....43...9....9....1,0.8243789672851562,1,61,9,Jeroslow
190,.3...4..77..23...6.4...5...1...2.......9.6......3..8.5..4...9.......92...95...7.3,0.6680974960327148,1,3,9,Jeroslow
191,....7.6..3..1..5492...8............1.6.7..48...58.4.......2.....213.....43....1..,0.640709400177002,1,4,9,Jeroslow
192,..69.....1.7.5.3.........5......4..3.8...3.72..1..7...8.5.764...6....1....91.....,0.648404598236084,1,2,9,Jeroslow
193,....7...41..58.....9......2.35.4......87...91.......3..5....1.8..63.....94...6..3,0.6374287605285645,1,1,9,Jeroslow
194,...6...4..5.19.....13.8...262......8.71......9....4.71.....8...8.....3...6.53....,0.6768364906311035,1,5,9,Jeroslow
195,...........1..2..335....8.6.....3..7...1.8.......4.539.98....2...53.....2..6.9.4.,0.6432623863220215,1,0,9,Jeroslow
196,..2.3...58.....9.4694..7...4.3.....1....8..........29......6......2..31.9....5.62,0.6473042964935303,1,6,9,Jeroslow
197,5.......21...6.5....6.73..8.5...9.2.....1...7....8...9.3.......28..3...5...4...31,0.6358144283294678,1,0,9,Jeroslow
198,.4...95.39.2..7............43.........6.7.3....894....8...94...5......86...7.6..4,0.6462037563323975,1,0,9,Jeroslow
199,..932..6........4.6...4.21...38....4........9.81.65....9...35.....1.....7....2.9.,0.7386693954467773,1,17,9,Jeroslow
200,.......85.81.4.....37..1..4....13......4......2..6.7.....6...4..9...7..1..3...652,0.6415908336639404,1,0,9,Jeroslow
201,...638...3....1........5.8..2...7....8.5..47..4.....2.....9..4..9.7...1...4.1.26.,0.647000789642334,1,0,9,Jeroslow
202,...1....8...35.....5...9.........4..4....8.9..8.23....6.......77......3..34.76952,0.6566188335418701,1,4,9,Jeroslow
203,...2..4.5....6.3...6...8....1..5......48327.9.3.6....2.......2......35..7.8.....3,0.6332776546478271,1,0,9,Jeroslow
204,..........76..1...8.2..6.5..9..7.3...6......214..6.9......14......3...2...59.2.7.,0.6431031227111816,1,3,9,Jeroslow
205,.65....3.4.7....8...8..7..1.2...1.....68.....9....6........3...7...6.41..14..8..9,0.6434907913208008,1,3,9,Jeroslow
206,..........45..9.2...2..46.1...2...4.4...1.....9...5..7.2.....1.5..7..46...8.6..9.,0.6464018821716309,1,1,9,Jeroslow
207,....8...31......25...69..84..3..2....2.8.9....9..7......1.....9..7.3...63....8.4.,0.7714178562164307,1,22,9,Jeroslow
208,.21..6..4..5....2..6....3......314.....4....85............7.9..8.25.4....3...264.,0.6341261863708496,1,0,9,Jeroslow
209,.3.........2...6.16..5..2.8....1..7..1....8.3.....4..6..36....24..87....2..9....4,0.6416506767272949,1,0,9,Jeroslow
210,..7.6.....5.2..6...6....1.2..3.8...48....5.....1...2.3..2..3.41..........1.75.8..,0.6399121284484863,1,0,9,Jeroslow
211,.....3.6.5...18..9....7..8...9..4.......6...1..6....53.48....2.12...79.....2..7..,0.6639838218688965,1,3,9,Jeroslow
212,..4.56...3.58...9........6..4.91..86.....2....2.7.5.3........1..8.1....4.....4..2,0.6431255340576172,1,0,9,Jeroslow
213,.....7.....6..4..99...6..5.....9.......7..3.22..8.1..7......13.65..18...8.3...7..,0.6408336162567139,1,1,9,Jeroslow
214,..7......4.31...97.1.6.9..5.....2..........8....5..9.6.........9.641.3....8.67..4,0.6790616512298584,1,5,9,Jeroslow
215,..8.....7..63...8....1.5.6..839.....97..1.5.........2..67..2...8...9....4....68..,1.0947048664093018,1,84,9,Jeroslow
216,...........3..68.5.4..8.9...3..7......4.1..7..8.9..3....84....7.7.83.2......91...,0.6546981334686279,1,2,9,Jeroslow
217,.....3.4..7..9....438..5......5.2.1...27......4......8..9.3.82...3.4..6......7..3,0.6332950592041016,1,0,9,Jeroslow
218,..........3.6.......4.2891.............497...82...147..........6..239..13.....846,0.643280029296875,1,0,9,Jeroslow
219,.8...5...3......47....2.5...2.5...36......2..43..9..7....4.3.1.6.8.7.4..5........,0.7186133861541748,1,18,9,Jeroslow
220,..........4.18..5...89................1..8.495..4.3.26..7......3....9...9..53678.,0.8940727710723877,1,25,9,Jeroslow
